id,source,type,name,first_name,second_name,third_name,father_name,last_name,title,program,function,summary,url,gender,listed_at,updated_at,timestamp
un-sc-sanctions.2999482,un-sc-sanctions,individual,عامر علی چوہدری,AAMIR,ALI,CHAUDHRY,,,,Al-Qaida (QDi.312),,"Electronics and explosives expert for Tehrik-e Taliban Pakistan (TTP)
            (QDe.132). Involved in attack planning for TTP. Provided financial and logistical
            support for TTP and participated in TTP-sponsored militant training. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5741575",,,2012-10-18,,2018-01-13T13:40:55.370205
un-sc-sanctions.111800,un-sc-sanctions,individual,ياسين شكوري,YASSINE,CHEKKOURI,,,,,Al-Qaida (QDi.070),,"Mother’s name is Feue Hlima Bent Barka and father’s name is Abderrahmane
            Mohammed Ben Azzouz. Deported from Italy to Morocco on 26 Feb. 2004. Review pursuant to
            Security Council resolution 1822 (2008) was concluded on 21 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1423804",,,2002-09-03,2007-06-07,2018-01-13T13:40:55.400440
un-sc-sanctions.6908482,un-sc-sanctions,individual,PETER CHERIF,PETER,CHERIF,,,,,Al-Qaida (QDi.376),,Member of Al-Qaida in the Arabian Peninsula (AQAP) (QDe.129). Convicted in absentia to five years in prison in France in 2012. Wanted by French authorities as of 2015. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5897329,,,2015-09-29,2016-06-24,2018-01-13T13:40:55.421686
un-sc-sanctions.690746,un-sc-sanctions,individual,YO'N CHO'NG NAM,YO'N,CHO'NG NAM,,,,,DPRK (KPi.010),"Chief Representative for the Korea Mining Development Trading
            Corporation (KOMID)","Chief Representative for the Korea Mining Development Trading Corporation
            (KOMID). The KOMID was designated by the Committee in April 2009 and is the DPRK’s
            primary arms dealer and main exporter of goods and equipment related to ballistic
            missiles and conventional weapons.",,,2013-03-07,,2018-01-13T13:40:55.443270
un-sc-sanctions.690750,un-sc-sanctions,individual,MUN CHO'NG-CH'O'L,MUN,CHO'NG-CH'O'L,,,,,DPRK (KPi.012),Tanchon Commercial Bank (TCB) official,"Mun Cho'ng-Ch'o'l is a TCB official. In this capacity he has facilitated
            transactions for TCB. Tanchon was designated by the Committee in April 2009 is the main
            DPRK financial entity for sales of conventional arms, ballistic missiles, and goods
            related to the assembly and manufacture of such weapons.",,,2013-03-07,,2018-01-13T13:40:55.461130
un-sc-sanctions.6908646,un-sc-sanctions,individual,KO CHOL MAN,KO,CHOL MAN,,,,,DPRK (KPi.069),Ko Chol Man is an overseas Foreign Trade Bank representative,Gender: male,,,2017-12-22,,2018-01-13T13:40:55.488465
un-sc-sanctions.6908584,un-sc-sanctions,individual,KIM CHOL NAM,KIM,CHOL NAM,,,,,DPRK (KPi.044),"President of Korea Kumsan Trading Corporation, a company that procures
                supplies for General Bureau of Atomic Energy and serves as a cash route to the
                DPRK",,,,2017-06-02,,2018-01-13T13:40:55.527221
un-sc-sanctions.6908617,un-sc-sanctions,individual,JO CHOL SONG,JO,CHOL SONG,,,,,DPRK (KPi.058),Deputy Representative for the Korea Kwangson Banking Corporation,"Deputy Representative for the Korea Kwangson Banking Corporation, which provides financial services in support to Tanchon Commercial Bank and Korea Hyoksin Trading, a subordinate entity of Korea Ryonbong General Corporation. Gender: male.",,,2017-08-05,,2018-01-13T13:40:55.553242
un-sc-sanctions.6908618,un-sc-sanctions,individual,KANG CHOL SU,KANG,CHOL SU,,,,,DPRK (KPi.059),Official for Korea Ryonbong General Corporation,"Official for Korea Ryonbong General Corporation, which specializes in acquisition for the DPRK’s defense industries and support for the DPRK’s military-related overseas sales. Its procurements also likely support the DPRK’s chemical weapons program.",,,2017-08-05,,2018-01-13T13:40:55.583685
un-sc-sanctions.6908515,un-sc-sanctions,individual,YU CHOL U,YU,CHOL U,,,,,DPRK (KPi.028),Director of the National Aerospace Development Administration,,,,2016-03-02,,2018-01-13T13:40:55.612206
un-sc-sanctions.2982105,un-sc-sanctions,individual,MONIR CHOUKA,MONIR,CHOUKA,,,,,Al-Qaida (QDi.300),,"Associated with Islamic Movement of Uzbekistan (QDe.010). Brother of
            Yassin Chouka (QDi.301) Arrest warrant issued by the investigating judge of the German
            Federal Court of Justice on 5 Oct. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4555858",,,2012-01-25,,2018-01-13T13:40:55.647307
un-sc-sanctions.2981652,un-sc-sanctions,individual,YASSIN CHOUKA,YASSIN,CHOUKA,,,,,Al-Qaida (QDi.301),,"Associated with Islamic Movement of Uzbekistan (QDe.010). Brother of
            Monir Chouka (QDi.300). Arrest warrant issued by the investigating judge of the German
            Federal Court of Justice on 5 Oct. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4555865",,,2012-01-25,,2018-01-13T13:40:55.669614
un-sc-sanctions.6908652,un-sc-sanctions,individual,RI CHUN HWAN,RI,CHUN HWAN,,,,,DPRK (KPi.074),Ri Chun Hwan is an overseas Foreign Trade Bank representative,Gender: male,,,2017-12-22,,2018-01-13T13:40:55.688705
un-sc-sanctions.6908653,un-sc-sanctions,individual,RI CHUN SONG,RI,CHUN SONG,,,,,DPRK (KPi.075),Ri Chun Song is an overseas Foreign Trade Bank representative,Gender: male,,,2017-12-22,,2018-01-13T13:40:55.707596
un-sc-sanctions.6908613,un-sc-sanctions,individual,CHOE CHUN YONG,CHOE,CHUN YONG,,,,,DPRK (KPi.054),Representative for Ilsim International Bank,"Representative for Ilsim International Bank, which is affiliated with the DPRK military and has a close relationship with the Korea Kwangson Banking Corporation.  Ilsim International Bank has attempted to evade United Nations sanctions. Gender: male.",,,2017-08-05,,2018-01-13T13:40:55.724028
un-sc-sanctions.6908500,un-sc-sanctions,individual,CHOE CHUN-SIK,CHOE,CHUN-SIK,,,,,DPRK (KPi.013),Director of the Second Academy of Natural Sciences (SANS),Choe Chun-sik was the director of the Second Academy of Natural Sciences (SANS) and was the head of the DPRK’s long-range missile program.,,,2016-03-02,,2018-01-13T13:40:55.741591
un-sc-sanctions.6908461,un-sc-sanctions,individual,JAMES KOANG CHUOL,JAMES,KOANG,CHUOL,,,Major General,SouthSudan (SSi.003),,"Appointed commander of the Sudan People’s Liberation Army in Opposition
            (SPLA-IO) Special Division in December 2014. His forces have been engaged in attacks
            against civilians. In February 2014, forces under his command attacked United Nations
            camps, hospitals, churches, and schools, engaging in widespread rape, torture, and the
            destruction of property, in an attempt to flush out civilians, soldiers, and policemen
            allied with the government. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5879069",,,2015-07-01,,2018-01-13T13:40:55.771152
un-sc-sanctions.112035,un-sc-sanctions,individual,MAXAMED CABDULLAAH CIISE,MAXAMED,CABDULLAAH,CIISE,,,,Al-Qaida (QDi.141),,"Present in Somalia as of Apr. 2009 following transfer from United
            Kingdom. Review pursuant to Security Council resolution 1822 (2008) was concluded on 21
            Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5950651",,,2003-11-12,2005-09-09,2018-01-13T13:40:55.800522
un-sc-sanctions.6908611,un-sc-sanctions,individual,SHANE DOMINIC CRAWFORD,SHANE,DOMINIC,CRAWFORD,,,,Al-Qaida (QDi.410),,"English language propagandist for Islamic State in Iraq and the Levant (ISIL), listed as Al-Qaida in Iraq (AQI) (QDe.115). Wanted in Trinidad and Tobago for possession of ammunition and firearms and receiving stolen goods. Physical description: eye colour: brown; hair colour: dark; complexion: light brown; build: medium; height: 174cm; weight: 64kg; speaks English, Arabic.  INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/6123498",,,2017-08-18,,2018-01-13T13:40:55.825260
un-sc-sanctions.6908444,un-sc-sanctions,individual,DENIS MAMADOU GERHARD,DENIS,MAMADOU,GERHARD,,,,Al-Qaida (QDi.347),,"Physical description: eye colour: brown; hair colour: black; height:
            178cm; Tattoos: BROKEN DREAMS in letters (on back) and landscape of Africa (on right
            upper arm). Father’s name: Richard Luc-Giffard; Mother’s name: Sigrid Cuspert. European
            arrest warrant issued by investigating judge at the Federal Court of Justice of Germany,
            dated 14 May 2014 and 5 Dec. 2014. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5848091",,,2015-02-11,,2018-01-13T13:40:55.847589
un-sc-sanctions.6908411,un-sc-sanctions,individual,ANDERS CAMEROON OSTENSVIG,ANDERS,CAMEROON,OSTENSVIG,,,,Al-Qaida (QDi.331),,Member of Al-Qaida in the Arabian Peninsula (AQAP) (QDe.129). Physical description: eye colour: brown; hair colour: brown; height: 185 cm. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5817979,,,2014-09-23,,2018-01-13T13:40:55.872799
un-sc-sanctions.690791,un-sc-sanctions,individual,CRANHA DANFA,CRANHA,DANFA,,,,,GB (GBi.003),Colonel,"Danfa was listed on 18 Jul. 2012 pursuant to paragraph 4 of resolution
            2048 (2012) as “Member of the “Military Command” which has assumed responsibility for
            the coup d'état of 12 April 2012. Close Advisor to Armed Forces Chief of Staff António
            Injai.” INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5782442",,,2012-07-18,,2018-01-13T13:40:55.889701
un-sc-sanctions.110435,un-sc-sanctions,individual,AHMAD VAHID DASTJERDI,AHMAD VAHID,DASTJERDI,,,,,Iran (IRi.012),Head of the AIO,"Served as Deputy Defense Minister 2009-10. [Old Reference #
            I.37.D.2]",,,2006-12-23,2014-12-17,2018-01-13T13:40:55.909366
un-sc-sanctions.2813149,un-sc-sanctions,individual,PIO ABOGNE DE VERA,PIO,ABOGNE,DE VERA,,,,Al-Qaida (QDi.245),,"Member of the Rajah Solaiman Movement (QDe.128), Abu Sayyaf Group
            (QDe.001) and Jemaah Islamiyah (QDe.092). Father's name is Honorio Devera. Mother's name
            is Fausta Abogne. In detention in the Philippines as of May 2011. Review pursuant to
            Security Council resolution 1822 (2008) was concluded on 13 May 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1315931",,,2008-06-04,2009-06-03,2018-01-13T13:40:55.927506
un-sc-sanctions.2816243,un-sc-sanctions,individual,أحمد دغداغ,AHMED,DEGHDEGH,,,,,Al-Qaida (QDi.252),,"Belongs to the leadership and is the finance chief of the Organization of
            Al-Qaida in the Islamic Maghreb (QDe.014). Mother’s name is Zakia Chebira. Father’s name
            is Lakhdar. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1529228",,,2008-07-03,2009-03-24,2018-01-13T13:40:55.953952
un-sc-sanctions.111211,un-sc-sanctions,individual,شهاب الدين دلاور,SHAHABUDDIN,DELAWAR,,,,Maulavi,Taliban (TAi.113),Deputy of High Court under the Taliban regime,"Deputy Head of Taliban Embassy in Riyadh, Saudi Arabia until 25 Sept. 1998. Believed to be in Afghanistan/Pakistan border area. Review pursuant to Security Council resolution 1822 (2008) was concluded on 27 Jul. 2010. Picture available for inclusion in the INTERPOL-UN Security Council Special Notice. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427559",,,2001-02-23,2003-09-03,2018-01-13T13:40:55.978333
un-sc-sanctions.2813036,un-sc-sanctions,individual,REDENDO CAIN DELLOSA,REDENDO,CAIN,DELLOSA,,,,Al-Qaida (QDi.246),,"Member of the Rajah Solaiman Movement (QDe.128) and linked to the Abu
            Sayyaf Group (QDe.001). Father's name is Fernando Rafael Dellosa. Mother's name is
            Editha Parado Cain. In detention in the Philippines as of Jan. 2010. Review pursuant to
            Security Council resolution 1822 (2008) was concluded on 13 May 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1320220",,,2008-06-04,2009-06-03,2018-01-13T13:40:55.998571
un-sc-sanctions.2813147,un-sc-sanctions,individual,فلسيانو سمبوريو ديلوس رييس الإبن,FELICIANO,SEMBORIO,DELOS REYES JR.,,,Ustadz,Al-Qaida (QDi.243),,"Member of the Rajah Solaiman Movement (QDe.128). Father's name is
            Feliciano Delos Reyes Sr. Mother's name is Aurea Semborio. In detention in the
            Philippines as of May 2011. Review pursuant to Security Council resolution 1822 (2008)
            was concluded on 13 May 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1524294",,,2008-06-04,2009-06-03,2018-01-13T13:40:56.018833
un-sc-sanctions.110434,un-sc-sanctions,individual,AHMAD DERAKHSHANDEH,AHMAD,DERAKHSHANDEH,,,,,Iran (IRi.013),"Chairman and Managing Director of Bank Sepah, which provides support
            for the AIO and subordinates, including SHIG and SBIG, both of which were designated
            under resolution 1737 (2006).",[Old Reference # I.47.C.8],,,2007-03-24,2014-12-17,2018-01-13T13:40:56.039173
un-sc-sanctions.6908422,un-sc-sanctions,individual,OUMAR DIABY,OUMAR,DIABY,,,,,Al-Qaida (QDi.342),,"A leader of an armed group linked to Al-Nusrah Front for the People of
            the Levant (QDe.137) and a key facilitator for a Syrian foreign terrorist fighter
            network. Active in terrorist propaganda through the Internet. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5818238",,,2014-09-23,,2018-01-13T13:40:56.063897
un-sc-sanctions.690731,un-sc-sanctions,individual,ABDULQADER YUSEF DIBRI,ABDULQADER,YUSEF,DIBRI,,,,Libya (LYi.002),Head of Muammar Qadhafi's personal security,"Listed pursuant to paragraph 15 of resolution 1970 (Travel
            Ban). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5525715",,,2011-02-26,,2018-01-13T13:40:56.104017
un-sc-sanctions.6908433,un-sc-sanctions,individual,AHMED DIRIYE,AHMED,DIRIYE,,,,,Somalia (SOi.014),,INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5818614,,,2014-09-24,,2018-01-13T13:40:56.122469
un-sc-sanctions.690792,un-sc-sanctions,individual,IDRISSA DJALÓ,IDRISSA,DJALÓ,,,,,GB (GBi.004),Major,"Djaló was listed on 18 Jul. 2012 pursuant to paragraph 4 of resolution
            2048 (2012) as “Point of Contact for the “Military Command” which has assumed
            responsibility for the coup d'état of 12 April 2012 and one of its most active members.
            He was one of the first officers to publicly assume his affiliation to the “Military
            Command”, having signed one of its first communiqués (nº5, dated 13 April 2012). Major
            Djaló also belongs to the Military Intelligence.” INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5782443",,,2012-07-18,,2018-01-13T13:40:56.141355
un-sc-sanctions.112037,un-sc-sanctions,individual,كمال جرمان,KAMEL,DJERMANE,,,,,Al-Qaida (QDi.167),,"In detention in Algeria as at April 2010. Arrest warrant issued by the
            German authorities on 9 Oct. 2003 for involvement in kidnapping. Former member of the
            Katibat Tarek Ibn Ziad of The Organization of Al-Qaida in the Islamic Maghreb (QDe.014).
            Review pursuant to Security Council resolution 1822 (2008) was concluded on 27 Jul.
            2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4473245",,,2004-05-03,2008-04-07,2018-01-13T13:40:56.160459
un-sc-sanctions.2816344,un-sc-sanctions,individual,يحيى جوادي,YAHIA,DJOUADI,,,,,Al-Qaida (QDi.249),,"Belongs to the leadership of the Organization of Al-Qaida in the Islamic
            Maghreb (listed under permanent reference number QDe.014). Located in Northern Mali as
            of Jun. 2008. Mother’s name is Zohra Fares. Father’s name is Mohamed. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1274977",,,2008-07-03,2012-11-15,2018-01-13T13:40:56.180721
un-sc-sanctions.690738,un-sc-sanctions,individual,ABU ZAYD UMAR,ABU,ZAYD,UMAR,,,,Libya (LYi.006),"Director, External Security Organisation.","Listed pursuant to paragraph 15 of resolution 1970 (Travel Ban). Listed
            on 17 March 2011 pursuant to paragraph 17 of resolution 1970 (Asset Freeze). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5938451",,,2011-02-26,2014-06-27,2018-01-13T13:40:56.200684
un-sc-sanctions.111143,un-sc-sanctions,individual,دوست محمد,DOST MOHAMMAD,,,,,Mullah,Taliban (TAi.092),Governor of Ghazni Province under the Taliban regime,"Associated with Mullah Jalil Haqqani (TAi.034). Believed to be in
            Afghanistan/Pakistan border area. Belongs to Popalzai tribe. Review pursuant to Security
            Council resolution 1822 (2008) was concluded on 27 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4662447",,,2001-01-25,2003-09-03,2018-01-13T13:40:56.217816
un-sc-sanctions.111037,un-sc-sanctions,individual,نیک محمد دوست محمد,NIK MOHAMMAD,DOST MOHAMMAD,,,,Maulavi,Taliban (TAi.019),Deputy Minister of Commerce under the Taliban regime,"Leads a commission to register enemies of the Taliban as of mid-2013.
            Believed to be in Afghanistan/Pakistan border area. Belongs to Nurzai tribe. Review
            pursuant to Security Council resolution 1822 (2008) was concluded on 27 Jul.
            2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5039745",,,2001-01-31,2003-09-03,2018-01-13T13:40:56.233658
un-sc-sanctions.2785476,un-sc-sanctions,individual,عبد المالك دروكدال,ABDELMALEK,DROUKDEL,,,,,Al-Qaida (QDi.232),,"Head of The Organization of Al-Qaida in the Islamic Maghreb (QDe.014).
            Sentenced in absentia to life imprisonment in Algeria on 21 March 2007. Father's name is
            Rabah Droukdel. Mother's name is Z'hour Zdigha. Review pursuant to Security Council
            resolution 1822 (2008) was concluded on 4 May 2009. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1489020",,,2007-08-27,2008-04-07,2018-01-13T13:40:56.258014
un-sc-sanctions.6908458,un-sc-sanctions,individual,SIMON GATWECH DUAL,SIMON,GATWECH,DUAL,,,Major General,SouthSudan (SSi.002),"Chief of General Staff, SPLA in Opposition","Is the SPLM-IO Chief of General Staff and was previously the commander of
            opposition forces in Jonglei State. His forces conducted an early February 2015 attack
            in Jonglei State, and as of March 2015, he had tried to destroy the peace in Jonglei
            State through attacks on the civilian population. Photograph available for inclusion in the INTERPOL-UN Security Council Special Notice.  INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5879066",,,2015-07-01,2016-11-03,2018-01-13T13:40:56.278243
un-sc-sanctions.112038,un-sc-sanctions,individual,LIONEL DUMONT,LIONEL,DUMONT,,,,,Al-Qaida (QDi.095),,In custody in France as of May 2004. Sentenced to 25 years imprisonment in France in 2007. His sentence is due to end on 13 Jul. 2023 and his unconditional detention to end on 13 Aug. 2020. Review pursuant to Security Council resolution 1822 (2008) was concluded on 15 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4531664,,,2003-06-25,2004-11-22,2018-01-13T13:40:56.307282
un-sc-sanctions.112039,un-sc-sanctions,individual,AGUS DWIKARNA,AGUS,DWIKARNA,,,,,Al-Qaida (QDi.111),,"Arrested 13 Mar. 2002, sentenced 12 July 2002 in the Philippines.
            Released from custody in the Philippines on 1 Jan. 2014 and subsequently deported to
            Indonesia. Physical description: height 165 cm. Photo available for inclusion in the
            INTERPOL-UN Security Council Special Notice. Review pursuant to Security Council
            resolution 1822 (2008) was concluded on 25 May 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5950648",,,2003-09-09,2004-11-26,2018-01-13T13:40:56.330345
un-sc-sanctions.111947,un-sc-sanctions,individual,عبد الله احمد عبدالله الالفي,ABDULLAH,AHMED,ABDULLAH,,,,Al-Qaida (QDi.019),,"Afghanistan. Review pursuant to Security Council resolution 1822 (2008)
            was concluded on 21 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1419387",,,2001-10-17,2004-11-26,2018-01-13T13:40:56.353611
un-sc-sanctions.112040,un-sc-sanctions,individual,راضي عبد السميع أبواليزيد العياشي,RADI,ABD EL SAMIE,ABOU EL YAZID,,,,Al-Qaida (QDi.142),,"Sentenced to ten years of imprisonment by the Court of first instance of
            Milan on 21 Sep. 2006. In custody in Italy. Due for release on 6 Jan. 2012. Subject to
            expulsion from Italy after serving the sentence. Review pursuant to Security Council
            resolution 1822 (2008) was concluded on 21 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1418994",,,2003-11-12,2005-09-09,2018-01-13T13:40:56.373184
un-sc-sanctions.2830919,un-sc-sanctions,individual,REDOUANE EL HABHAB,REDOUANE,EL HABHAB,,,,,Al-Qaida (QDi.262),,Released from custody in Germany in Apr. 2012. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4474065,,,2008-11-12,2009-01-30,2018-01-13T13:40:56.405443
un-sc-sanctions.111951,un-sc-sanctions,individual,منير المتصدق,MOUNIR,EL MOTASSADEQ,,,,,Al-Qaida (QDi.082),,"Arrested on 28 Nov. 2001 and found guilty in Germany of being an
            accessory to murder and of membership in a terrorist organization and sentenced to 15
            years of imprisonment on 8 Jan. 2007. Father's name is Brahim Brik. Mother's name is
            Habiba Abbes. Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 20 May 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1423936",,,2002-09-30,2004-11-26,2018-01-13T13:40:56.427495
un-sc-sanctions.111805,un-sc-sanctions,individual,عبد القادر محمود محمد السيد,ABD EL KADER,MAHMOUD,MOHAMED,,,,Al-Qaida (QDi.065),,"Italian Fiscal Code: SSYBLK62T26Z336L. Sentenced to 8 years imprisonment
            in Italy on 2 February 2004. Considered a fugitive from justice by the Italian
            authorities. Review pursuant to Security Council resolution 1822 (2008) was concluded on
            22 Apr. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1418867",,,2002-04-24,2004-11-26,2018-01-13T13:40:56.456737
un-sc-sanctions.6908609,un-sc-sanctions,individual,ELSHAFEE EL SHEIKH,ELSHAFEE,EL SHEIKH,,,,,Al-Qaida (QDi.409),,"Foreign terrorist fighter with Islamic State in Iraq and the Levant (ISIL), listed as Al-Qaida in Iraq (QDe.115), in the Syrian Arab Republic. Physical description: eye colour: dark brown; hair colour: black; complexion: dark. Distinguishing marks: beard. Mother’s name: Maha Elgizouli. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/6116609",,,2017-07-20,,2018-01-13T13:40:56.478622
un-sc-sanctions.690784,un-sc-sanctions,individual,GAFFAR MOHAMMED ELHASSAN,GAFFAR,MOHAMMED,ELHASSAN,,,,Sudan (SDi.001),"Major-General and Commander of the Western Military Region for the
            Sudanese Armed Forces (SAF)",Retired from the Sudanese Army. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5282254,,,2006-04-25,,2018-01-13T13:40:56.497198
un-sc-sanctions.111113,un-sc-sanctions,individual,محمد اعظم علمی,MOHAMMAD AZAM,ELMI,,,,Maulavi,Taliban (TAi.063),"Deputy Minister of Mines and Industries under the Taliban
            regime","Reportedly deceased in 2005. Review pursuant to Security Council
            resolution 1822 (2008) was concluded on 29 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4665205",,,2001-02-23,2003-09-03,2018-01-13T13:40:56.524906
un-sc-sanctions.111806,un-sc-sanctions,individual,سامي بن خميس بن صالح الصيد,SAMI,BEN KHAMIS,BEN SALEH,,,,Al-Qaida (QDi.064),,"Mother’s name is Beya Al-Saidani. Deported from Italy to Tunisia on 2
            Jun. 2008. Imprisoned in Tunisia in Aug. 2014. Review pursuant to Security Council
            resolution 1822 (2008) was concluded on 22 Apr. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1419392",,,2002-04-24,2003-04-10,2018-01-13T13:40:56.546404
un-sc-sanctions.6908494,un-sc-sanctions,individual,EMRAH ERDOGAN,EMRAH,ERDOGAN,,,,,Al-Qaida (QDi.362),,"Former foreign terrorist fighter affiliated with Al-Qaida (QDe.004) in North Waziristan, Pakistan (2010-2011) and with Harakat Al-Shabaab Al-Mujaahidiin (Al-Shabaab) in Somalia (2011-2012). Convicted to seven years of imprisonment by the Higher Regional Court in Frankfurt/Main, Germany in 2014. Physical description: eye colour brown, hair colour brown, build: strong, weight: 92 kg, height: 176 cm, birthmark on right back. Mother’s name: Emine Erdogan. Father’s name: Sait Erdogan. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5911484",,,2015-11-30,,2018-01-13T13:40:56.572602
un-sc-sanctions.110433,un-sc-sanctions,individual,MOHAMMAD ESLAMI,MOHAMMAD,ESLAMI,,,,Dr.,Iran (IRi.014),"Head of Iran's Defence Industries Training and Research
            Institute.","Served as Deputy Defence Minister from 2012 to 2013. [Old Reference #
            I.03.I.6]",,,2008-03-03,2014-12-17,2018-01-13T13:40:56.620866
un-sc-sanctions.110432,un-sc-sanctions,individual,REZA-GHOLI ESMAELI,REZA-GHOLI,ESMAELI,,,,,Iran (IRi.015),"Head of Trade and International Affairs Department of the
            AIO.",[Old Reference # I.37.D.3],,,2006-12-23,2014-12-17,2018-01-13T13:40:56.643101
un-sc-sanctions.112042,un-sc-sanctions,individual,موسى بن عمر بن علي السعدي,MOUSSA,BEN OMAR,BEN ALI,,,,Al-Qaida (QDi.096),,"Considered a fugitive from justice by the Italian authorities (as of Nov.
            2009). Left Sudan to Tunisia in 2011. Review pursuant to Security Council resolution
            1822 (2008) was concluded on 15 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1419396",,,2003-06-25,2005-12-20,2018-01-13T13:40:56.678071
un-sc-sanctions.112043,un-sc-sanctions,individual,زكريا الصبار,ZAKARYA,ESSABAR,,,,,Al-Qaida (QDi.083),,"Father's name is Mohamed ben Ahmed. Mother's name is Sfia bent Toubali.
            Review pursuant to Security Council resolution 1822 (2008) was concluded on 20 May
            2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4490645",,,2002-09-30,2004-11-26,2018-01-13T13:40:56.707699
un-sc-sanctions.110913,un-sc-sanctions,individual,فيض,FAIZ,,,,,Maulavi,Taliban (TAi.036),"Head of the Information Department, Ministry of Foreign Affairs under the
                Taliban regime","Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 23 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1493746",,,2001-02-23,2003-09-03,2018-01-13T13:40:56.737534
un-sc-sanctions.110431,un-sc-sanctions,individual,MOHSEN FAKHRIZADEH-MAHABADI,MOHSEN,FAKHRIZADEH-MAHABADI,,,,,Iran (IRi.016),Senior MODAFL scientist,"The IAEA have asked to interview him about the activities of the PHRC
            over the period he was head but Iran has refused. [Old Reference # I.47.C.2]",,,2007-03-24,2014-12-17,2018-01-13T13:40:56.758517
un-sc-sanctions.111208,un-sc-sanctions,individual,محمد شفیق الله احمدی فاتح خان,MOHAMMAD SHAFIQULLAH,AHMADI,FATIH KHAN,,,Mullah,Taliban (TAi.106),Governor of Samangan Province under the Taliban regime,"Originally from Ghazni Province, but later lived in Uruzgan. Taliban Shadow Governor for Uruzgan Province as of late 2012. Serves as a member of the Military Commission as of July 2016. Belongs to Hotak tribe. Review pursuant to Security Council resolution 1822 (2008) was concluded on 27 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4706955",,,2001-02-23,2003-09-03,2018-01-13T13:40:56.779243
