id,source,type,leader_name,first_name,second_name,third_name,father_name,last_name,title,program,function,summary,url,gender,listed_at,updated_at,timestamp
us-cia-world-leaders.248af91496366bde224f11e241ccc8fffb036a45,us-cia-world-leaders,individual,Grant GIBBONS,,,,,,,Bermuda,Min. of Economic Development,,https://www.cia.gov/library/publications/resources/world-leaders-1/BD.html,,,2013-01-04,2018-03-09T16:11:49.093924
us-cia-world-leaders.26bcdcc911cd33d6438940cbe55f322066ca4e4f,us-cia-world-leaders,individual,Nalton BRANGMAN,,,,,,,Bermuda,Min. of Education,,https://www.cia.gov/library/publications/resources/world-leaders-1/BD.html,,,2013-01-04,2018-03-09T16:11:49.113046
us-cia-world-leaders.d4ba6ef11f4793f8dcf879850231f9ec99eba7b2,us-cia-world-leaders,individual,Sylvan RICHARDS,,,,,,,Bermuda,Min. of Environment & Planning,,https://www.cia.gov/library/publications/resources/world-leaders-1/BD.html,,,2013-01-04,2018-03-09T16:11:49.134923
us-cia-world-leaders.382405404bf05384fc57d897d2a20bb992a6ed1a,us-cia-world-leaders,individual,Everard Trenton RICHARDS,,,,,,,Bermuda,Min. of Finance,,https://www.cia.gov/library/publications/resources/world-leaders-1/BD.html,,,2013-01-04,2018-03-09T16:11:49.152848
us-cia-world-leaders.d7f50c168ba6c171bb510d561cbeddf55f8f00ff,us-cia-world-leaders,individual,Patricia GORDON-PAMPLIN,,,,,,,Bermuda,Min. of Health & Seniors,,https://www.cia.gov/library/publications/resources/world-leaders-1/BD.html,,,2013-01-04,2018-03-09T16:11:49.177977
us-cia-world-leaders.876058f3e820fb0280dca848a1c95b9c452bfe15,us-cia-world-leaders,individual,Michael FAHY,,,,,,,Bermuda,Min. of Home Affairs,,https://www.cia.gov/library/publications/resources/world-leaders-1/BD.html,,,2013-01-04,2018-03-09T16:11:49.202959
us-cia-world-leaders.752821a9d9b53b46ec662d363da912b802f94666,us-cia-world-leaders,individual,Mark PETTINGILL,,,,,,,Bermuda,Min. of Legal Affairs,,https://www.cia.gov/library/publications/resources/world-leaders-1/BD.html,,,2013-01-04,2018-03-09T16:11:49.220725
us-cia-world-leaders.0f46d657f229e3eca6f5e5a8b4b2056f24630519,us-cia-world-leaders,individual,Michael DUNKLEY,,,,,,,Bermuda,Min. of Public Safety,,https://www.cia.gov/library/publications/resources/world-leaders-1/BD.html,,,2013-01-04,2018-03-09T16:11:49.239684
us-cia-world-leaders.ad2f1f5e973f8e7466961f8a06bffb030019b384,us-cia-world-leaders,individual,Trevor MONIZ,,,,,,,Bermuda,Min. of Public Works,,https://www.cia.gov/library/publications/resources/world-leaders-1/BD.html,,,2013-01-04,2018-03-09T16:11:49.258890
us-cia-world-leaders.929bce90028cb7e115683f1058deeaf863a4669c,us-cia-world-leaders,individual,Shawn CROCKWELL,,,,,,,Bermuda,"Min. of Tourism, Development, & Transport",,https://www.cia.gov/library/publications/resources/world-leaders-1/BD.html,,,2013-01-04,2018-03-09T16:11:49.288552
us-cia-world-leaders.96273e4533eaf4da2df64d6cb0e46906967bce67,us-cia-world-leaders,individual,Leah SCOTT,,,,,,,Bermuda,Min. Without Portfolio,,https://www.cia.gov/library/publications/resources/world-leaders-1/BD.html,,,2013-01-04,2018-03-09T16:11:49.310733
us-cia-world-leaders.2a3282f67e7b59e00d4926fa067f7bca5593c8f0,us-cia-world-leaders,individual,Mark PETTINGILL,,,,,,,Bermuda,Attorney Gen.,,https://www.cia.gov/library/publications/resources/world-leaders-1/BD.html,,,2013-01-04,2018-03-09T16:11:49.346668
us-cia-world-leaders.5777cb705da5a53d48dcd5d74cbbb85a50573de0,us-cia-world-leaders,individual,Jigme Khesar Namgyel WANGCHUCK,,,,,,,Bhutan,King,,https://www.cia.gov/library/publications/resources/world-leaders-1/BT.html,,,2014-02-28,2018-03-09T16:11:49.882427
us-cia-world-leaders.934e7961a4d68e687f680690f4c87489fd12c197,us-cia-world-leaders,individual,Tshering TOBGAY,,,,,,,Bhutan,Prime Minister,,https://www.cia.gov/library/publications/resources/world-leaders-1/BT.html,,,2014-02-28,2018-03-09T16:11:49.904335
us-cia-world-leaders.db328a010bf2bd450360548df7434c86e1b5308b,us-cia-world-leaders,individual,Yeshay DORJI,,,,,,,Bhutan,Min. of Agriculture,,https://www.cia.gov/library/publications/resources/world-leaders-1/BT.html,,,2014-02-28,2018-03-09T16:11:49.922721
us-cia-world-leaders.12e19be81a00e1176c46e7943af718a295e44c5f,us-cia-world-leaders,individual,Norbu WANGCHUK,,,,,,,Bhutan,Min. of Economic Affairs,,https://www.cia.gov/library/publications/resources/world-leaders-1/BT.html,,,2014-02-28,2018-03-09T16:11:49.938977
us-cia-world-leaders.653af3455b32f27eda42c118521fc5130ce66608,us-cia-world-leaders,individual,Mingbo DUKPA,,,,,,,Bhutan,Min. of Education,,https://www.cia.gov/library/publications/resources/world-leaders-1/BT.html,,,2014-02-28,2018-03-09T16:11:49.960656
us-cia-world-leaders.4d37f9fb914234085fcbee4c80db37ade2a14c8a,us-cia-world-leaders,individual,Namgay DORJI,,,,,,,Bhutan,Min. of Finance,,https://www.cia.gov/library/publications/resources/world-leaders-1/BT.html,,,2014-02-28,2018-03-09T16:11:49.979851
us-cia-world-leaders.94ef81edbf5a9d78b1a6fa35efd599e6f4d2e0a2,us-cia-world-leaders,individual,Rinzin DORJI,,,,,,,Bhutan,Min. of Foreign Affairs,,https://www.cia.gov/library/publications/resources/world-leaders-1/BT.html,,,2014-02-28,2018-03-09T16:11:50.001573
us-cia-world-leaders.8272f052b057c110134121f07e8705ea788123d0,us-cia-world-leaders,individual,Tandin WANGCHUK,,,,,,,Bhutan,Min. of Health,,https://www.cia.gov/library/publications/resources/world-leaders-1/BT.html,,,2014-02-28,2018-03-09T16:11:50.052480
us-cia-world-leaders.9618e5bf74f5297bfbe60a6455fbab720f828d6b,us-cia-world-leaders,individual,Damcho DORJI,,,,,,,Bhutan,Min. of Home & Cultural Affairs,,https://www.cia.gov/library/publications/resources/world-leaders-1/BT.html,,,2014-02-28,2018-03-09T16:11:50.073868
us-cia-world-leaders.7a7a031948bdd1eb8fa2b690fabda71a1eaba9ce,us-cia-world-leaders,individual,D. N. DHUNGYEL,,,,,,,Bhutan,Min. of Information & Communication,,https://www.cia.gov/library/publications/resources/world-leaders-1/BT.html,,,2014-02-28,2018-03-09T16:11:50.091288
us-cia-world-leaders.8374450e5e2f5ae5e349e9604b4ed9681a99cd4a,us-cia-world-leaders,individual,Ngeema Sangay TSHEMPO,,,,,,,Bhutan,Min. of Labor & Human Resources,,https://www.cia.gov/library/publications/resources/world-leaders-1/BT.html,,,2014-02-28,2018-03-09T16:11:50.118078
us-cia-world-leaders.ac2f1926f297243721c131501b679f3bbdb4d9ab,us-cia-world-leaders,individual,Dorji CHODEN,,,,,,,Bhutan,Min. of Works & Human Settlements,,https://www.cia.gov/library/publications/resources/world-leaders-1/BT.html,,,2014-02-28,2018-03-09T16:11:50.143813
us-cia-world-leaders.4d408ef174df793a69d808cc95312bd76bfb2a65,us-cia-world-leaders,individual,Rinzin GYALTSHEN,,,,,,,Bhutan,"Chmn., Royal Advisory Council",,https://www.cia.gov/library/publications/resources/world-leaders-1/BT.html,,,2014-02-28,2018-03-09T16:11:50.164920
us-cia-world-leaders.6720fc43bcb6a44ce208aed71dc97d88d9f4a4cc,us-cia-world-leaders,individual,Daw TENZIN,,,,,,,Bhutan,"Governor, Royal Monetary Authority",,https://www.cia.gov/library/publications/resources/world-leaders-1/BT.html,,,2014-02-28,2018-03-09T16:11:50.184846
us-cia-world-leaders.efca0b3a1a12e91e4903230557a918307644af29,us-cia-world-leaders,individual,Kunzang C. NAMGYEL,,,,,,,Bhutan,"Permanent Representative to the UN, New York",,https://www.cia.gov/library/publications/resources/world-leaders-1/BT.html,,,2014-02-28,2018-03-09T16:11:50.208453
us-cia-world-leaders.820743a31b1fb52bd4c153da7073e657272e1b66,us-cia-world-leaders,individual,Juan Evo MORALES Ayma,,,,,,,Bolivia,Pres.,,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:50.756736
us-cia-world-leaders.2ea979deef6de4a1f4593124c7f55237493016cb,us-cia-world-leaders,individual,Alvaro GARCIA Linera,,,,,,,Bolivia,Vice Pres.,,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:50.773642
us-cia-world-leaders.2801f7c0bd243cd0ea16533293e702b4aa5ac642,us-cia-world-leaders,individual,Gisela LOPEZ Rivas,,,,,,,Bolivia,Min. of Communication,,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:50.794212
us-cia-world-leaders.7b8507837a21a85b44e4b6eaee521e27826106ca,us-cia-world-leaders,individual,Willma ALANOCA Mamani,,,,,,,Bolivia,Min. of Culture & Tourism,,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:50.813971
us-cia-world-leaders.07cbc8f21ef911eb5d34e2be473bc9059f4ad097,us-cia-world-leaders,individual,Reymi FERREIRA Justiniano,,,,,,,Bolivia,Min. of Defense,,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:50.836264
us-cia-world-leaders.2da601707b7088b1ac21fdf48b9721a2d07019e6,us-cia-world-leaders,individual,Luis ARCE Catacora,,,,,,,Bolivia,Min. of the Economy & Public Finances,,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:50.857868
us-cia-world-leaders.cef398734325371f25fca894c0bffe165459a1c5,us-cia-world-leaders,individual,Roberto AGUILAR Gomez,,,,,,,Bolivia,Min. of Education,,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:50.877031
us-cia-world-leaders.8a337e6d52f8b4273557e9b3cdcbebc3899e6a85,us-cia-world-leaders,individual,Rafael ALARCON Orihuela,,,,,,,Bolivia,Min. of Energy,,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:50.899430
us-cia-world-leaders.a15dcb253141fc508947b5b68152550157a04508,us-cia-world-leaders,individual,Carlos ORTUNO Yanez,,,,,,,Bolivia,Min. of the Environment & Water,,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:50.920260
us-cia-world-leaders.8f5350bce2b1d534a4cdb87ffa2cbf8988c2ae04,us-cia-world-leaders,individual,Fernando HUANACUNI Mamani,,,,,,,Bolivia,Min. of Foreign Relations & Worship,,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:50.943136
us-cia-world-leaders.4839055de5bfa2380eaee036741b5d442eb5f022,us-cia-world-leaders,individual,Carlos ROMERO Bonifaz,,,,,,,Bolivia,Min. of Govt.,,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:50.963724
us-cia-world-leaders.11404d87d9a00596935e0a85a8d69777bc6db746,us-cia-world-leaders,individual,Ariana CAMPERO Nava,,,,,,,Bolivia,Min. of Health,,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:50.982362
us-cia-world-leaders.f632d75d0e3db3309bd1d44c7136fc91c78b8c6f,us-cia-world-leaders,individual,Luis Alberto SANCHEZ Fernandez,,,,,,,Bolivia,Min. of Hydrocarbons,,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:50.999758
us-cia-world-leaders.1918af8208f1e04b8eb6a5decabaf2fb488c96d5,us-cia-world-leaders,individual,Hector ARCE Zaconeta,,,,,,,Bolivia,Min. of Justice & Institutional Transparency,,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:51.016724
us-cia-world-leaders.47dcfdddbe9d3f7bec785fdbbed921af18f0dfce,us-cia-world-leaders,individual,Hector HINOJOSA Rodriguez,,,,,,,Bolivia,"Min. of Labor, Employment, & Social Security",,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:51.036076
us-cia-world-leaders.ab010a5ccfe72bbd637352fbb3b0ed69e8984782,us-cia-world-leaders,individual,Felix Cesar NAVARRO Miranda,,,,,,,Bolivia,Min. of Mining & Metals,,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:51.058063
us-cia-world-leaders.0928befe003d706ae345c8e4c1cd4b7ba8d85e8e,us-cia-world-leaders,individual,Mariana PRADA Noya,,,,,,,Bolivia,Min. of Planning & Development,,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:51.081145
us-cia-world-leaders.9fe8bb439a510047a6d99632e6924ba1ab4e69e4,us-cia-world-leaders,individual,Rene MARTINEZ Callahuanca,,,,,,,Bolivia,Min. of the Presidency,,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:51.100893
us-cia-world-leaders.076a04d2cbdd837070b1d63aae8b3f946b7d1bc8,us-cia-world-leaders,individual,Eugenio ROJAS Apaza,,,,,,,Bolivia,Min. of Productive Development & Pluralist Economics,,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:51.121701
us-cia-world-leaders.5c982d8982013625d34dfd2a26bba5dbb33ed0ff,us-cia-world-leaders,individual,Milton CLAROS Hinojosa,,,,,,,Bolivia,"Min. of Public Works, Services, & Housing",,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:51.138247
us-cia-world-leaders.cbfe09ff2625a0511b899c87d46b22fc609440dc,us-cia-world-leaders,individual,Cesar COCARICO Yana,,,,,,,Bolivia,Min. of Rural Development & Lands,,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:51.150595
us-cia-world-leaders.a12b266c0eb15c2122bebc8a34c630554647b688,us-cia-world-leaders,individual,Tito Roland MONTANO Rivera,,,,,,,Bolivia,Min. of Sport,,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:51.274970
us-cia-world-leaders.96b54b1f91f30df5ccb2c663415bc964e9603dc9,us-cia-world-leaders,individual,Pablo MENACHO Diederich,,,,,,,Bolivia,"Head, Legal Defense of the State",,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:51.298785
us-cia-world-leaders.5e755ba64c8760ca1187f8be404be36a9a7b1e03,us-cia-world-leaders,individual,Marcelo ZABALAGA Estrada,,,,,,,Bolivia,"Pres., Central Bank",,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:51.319818
us-cia-world-leaders.11dfe205852536391d95457ca6293328ec15f657,us-cia-world-leaders,individual,Freddy BERSATTI Tudela,,,,,,,Bolivia,"Charge d'Affaires, Embassy, Washington",,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:51.336317
us-cia-world-leaders.7a9559c5ee96f746ae0ff585ecd647bd6b2de6e1,us-cia-world-leaders,individual,Sacha LLORENTI Soliz,,,,,,,Bolivia,"Permanent Representative to the UN, New York",,https://www.cia.gov/library/publications/resources/world-leaders-1/BL.html,,,2017-02-01,2018-03-09T16:11:51.352491
us-cia-world-leaders.278a60c4e11e8c13470ec56342d7cd624e583114,us-cia-world-leaders,individual,Mladen IVANIC,,,,,,,Bosnia and Herzegovina,Presidency Chmn. (Serb),,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:51.863550
us-cia-world-leaders.f550540b56692df0c01a9229f2ec8a81cac9e2f8,us-cia-world-leaders,individual,Bakir IZETBEGOVIC,,,,,,,Bosnia and Herzegovina,Presidency Member (Bosniak),,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:51.881118
us-cia-world-leaders.3ea020b9a6fcf8653b409545917dc59ee9cf9868,us-cia-world-leaders,individual,Dragan COVIC,,,,,,,Bosnia and Herzegovina,Presidency Member (Croat),,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:51.896005
us-cia-world-leaders.be6ecda0053a3cc361720f074054addfb6f06624,us-cia-world-leaders,individual,Denis ZVIZDIC,,,,,,,Bosnia and Herzegovina,"Chmn., Council of Ministers",,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:51.910227
us-cia-world-leaders.664da284bee6630ef158085f4cbb5d9e594ac96e,us-cia-world-leaders,individual,Vjekoslav BEVANDA,,,,,,,Bosnia and Herzegovina,"Dep. Chmn., Council of Ministers",,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:51.929790
us-cia-world-leaders.f4301d09c102798e3c60d3ae8be2a32af8a33afc,us-cia-world-leaders,individual,Mirko SAROVIC,,,,,,,Bosnia and Herzegovina,"Dep. Chmn., Council of Ministers",,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:51.944463
us-cia-world-leaders.2b96fa95c3e6512fd654a1b07554660cd735943d,us-cia-world-leaders,individual,Adil OSMANOVIC,,,,,,,Bosnia and Herzegovina,Min. of Civil Affairs,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:51.960822
us-cia-world-leaders.35cf8301e8e2df611d37d1406a5c64ac715fc934,us-cia-world-leaders,individual,Marina PENDES,,,,,,,Bosnia and Herzegovina,Min. of Defense,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:51.987134
us-cia-world-leaders.0d2261c73a01002ebf6ef5e80b9f610dce793fbe,us-cia-world-leaders,individual,Vjekoslav BEVANDA,,,,,,,Bosnia and Herzegovina,Min. of Finance,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.000131
us-cia-world-leaders.cdf31e5b64feefeaa0e7b5011e9f727039962566,us-cia-world-leaders,individual,Igor CRNADAK,,,,,,,Bosnia and Herzegovina,Min. of Foreign Affairs,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.021564
us-cia-world-leaders.23a6ff9573d77a024eb3dae1eb90cc51de44dbf9,us-cia-world-leaders,individual,Mirko SAROVIC,,,,,,,Bosnia and Herzegovina,Min. of Foreign Trade,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.033754
us-cia-world-leaders.8f317b1562a98de6d4aab7616be13dc8408f6485,us-cia-world-leaders,individual,Semiha BOROVAC,,,,,,,Bosnia and Herzegovina,Min. of Human Rights & Refugees,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.046141
us-cia-world-leaders.2e2a3833d748a76239a5171f701272c722269d85,us-cia-world-leaders,individual,Josip GRUBES,,,,,,,Bosnia and Herzegovina,Min. of Justice,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.072327
us-cia-world-leaders.f9adb98cca17bcf59558c9924343103faafd0f97,us-cia-world-leaders,individual,Dragan MEKTIC,,,,,,,Bosnia and Herzegovina,Min. of Security,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.097808
us-cia-world-leaders.2f7e9999db8d06f0a18df60dc5cd393c5ad1c12e,us-cia-world-leaders,individual,Ismir JUSKO,,,,,,,Bosnia and Herzegovina,Min. of Transport & Communication,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.111374
us-cia-world-leaders.d99bb6ad3a8ecc0a7b252463e05bbac32846162d,us-cia-world-leaders,individual,Kemal KOZARIC,,,,,,,Bosnia and Herzegovina,"Governor, Central Bank",,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.126125
us-cia-world-leaders.2b32107d7fdf1f35dc2dfd4e31627720b93bed43,us-cia-world-leaders,individual,Jadranka NEGODIC,,,,,,,Bosnia and Herzegovina,Ambassador to the US,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.139458
us-cia-world-leaders.1d11c40ff4e65e04d945abfde180cf615cc24a36,us-cia-world-leaders,individual,Mirsada COLAKOVIC,,,,,,,Bosnia and Herzegovina,"Permanent Representative to the UN, New York",,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.153320
us-cia-world-leaders.f8af73bc947b367edc25edd629b18f6f0e711ab5,us-cia-world-leaders,individual,Marinko CAVARA,,,,,,,Bosnia and Herzegovina,Pres.,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.167450
us-cia-world-leaders.4937666cd5569190014f8dbde51c333a06597efc,us-cia-world-leaders,individual,Milan DUNOVIC,,,,,,,Bosnia and Herzegovina,Vice Pres.,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.183138
us-cia-world-leaders.21876aeb7303c23a2e27d559d74c4df2c9f91979,us-cia-world-leaders,individual,Melika MAHMUTBEGOVIC,,,,,,,Bosnia and Herzegovina,Vice Pres.,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.196887
us-cia-world-leaders.4a9fdaa291beb5c6f4df5d4a0adbb9b470d1bab7,us-cia-world-leaders,individual,Fadil NOVALIC,,,,,,,Bosnia and Herzegovina,Prime Min.,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.210260
us-cia-world-leaders.a3334a4f174e2bf7bd6fec6b35b5ebc2442f44ab,us-cia-world-leaders,individual,Jelka MILICEVIC,,,,,,,Bosnia and Herzegovina,Dep. Prime Min.,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.228799
us-cia-world-leaders.094544c9442fbb814ddbb0be3a49bba0157285df,us-cia-world-leaders,individual,Aleksandar REMETIC,,,,,,,Bosnia and Herzegovina,Dep. Prime Min.,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.244091
us-cia-world-leaders.75ed871df4dc959f194e1affd9fd4e35da4fa903,us-cia-world-leaders,individual,Semsudin DEDIC,,,,,,,Bosnia and Herzegovina,"Min. of Agriculture, Water Industry, & Forestry",,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.259841
us-cia-world-leaders.10b7bc9f64ac57fd67ebeac9307f42aee894b3a8,us-cia-world-leaders,individual,Zora DUJMOVIC,,,,,,,Bosnia and Herzegovina,Min. of Culture & Sports,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.274589
us-cia-world-leaders.cb83c4ad21ea11887794021693dcdcb85ad350d4,us-cia-world-leaders,individual,Amir ZUKIC,,,,,,,Bosnia and Herzegovina,"Min. of Development, Entrepreneurship, & Crafts",,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.289706
us-cia-world-leaders.b81eeadad1749f1675a992845e1eba13b2a9a530,us-cia-world-leaders,individual,Elvira CEMALOVIC-DILBEROVIC,,,,,,,Bosnia and Herzegovina,Min. of Education & Science,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.305309
us-cia-world-leaders.adee8daf6f3e15d46ee5d79603bab786e7fbc844,us-cia-world-leaders,individual,Reuf BAJROVIC,,,,,,,Bosnia and Herzegovina,"Min. of Energy, Mining, & Industry",,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.419098
us-cia-world-leaders.6fba786a414955c3e756f342bf5d4c59e8fa40b0,us-cia-world-leaders,individual,Snjezana SOLDAT,,,,,,,Bosnia and Herzegovina,Min. of Environment & Tourism,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.441653
us-cia-world-leaders.5a005368626e3b1a1144c1e43f747bbf312d6e23,us-cia-world-leaders,individual,Jelka MILICEVIC,,,,,,,Bosnia and Herzegovina,Min. of Finance,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.457841
us-cia-world-leaders.c47d2f97cba9bb25165a606da8d9c88897a917d5,us-cia-world-leaders,individual,Vjekoslav MANDIC,,,,,,,Bosnia and Herzegovina,Min. of Health,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.571660
us-cia-world-leaders.af8ed48804779fa290f3b7aceedffed740e5e3b3,us-cia-world-leaders,individual,Aljosa CAMPARA,,,,,,,Bosnia and Herzegovina,Min. of Interior,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.584119
us-cia-world-leaders.e4ec711e6471bd6456c20127b2e0c06011ff8076,us-cia-world-leaders,individual,Mato JOZIC,,,,,,,Bosnia and Herzegovina,Min. of Justice,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.596190
us-cia-world-leaders.d9ffb9e0ca3c1afb1d7abfbc60fa14264186af30,us-cia-world-leaders,individual,Milan MANDILOVIC,,,,,,,Bosnia and Herzegovina,Min. of Labor & Social Welfare,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.607252
us-cia-world-leaders.92def13ad4c7f7bdca6895de3d0a4c381b0d3679,us-cia-world-leaders,individual,Salko BUKVAREVIC,,,,,,,Bosnia and Herzegovina,Min. of the Liberation War Veterans & Disabled Veterans Issues,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.621428
us-cia-world-leaders.d1b18bc650d8c6844e8723bdf9b3f04d6cc1b765,us-cia-world-leaders,individual,Edin RAMIC,,,,,,,Bosnia and Herzegovina,Min. of Refugees & Displaced Persons,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.636064
us-cia-world-leaders.42fc963551b19e732a25df296d6012d4661c0cd5,us-cia-world-leaders,individual,Aleksandar REMETIC,,,,,,,Bosnia and Herzegovina,Min. of Trade,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.657691
us-cia-world-leaders.967d1d7dd4529e8c0e503a90ec98d14b4a2e2609,us-cia-world-leaders,individual,Denis LASIC,,,,,,,Bosnia and Herzegovina,Min. of Traffic & Communications,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.672059
us-cia-world-leaders.9f21f731cc2498020194330b70acda19e80b5840,us-cia-world-leaders,individual,Josip MARTIC,,,,,,,Bosnia and Herzegovina,Min. of Urban Planning,,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,2016-11-23,2018-03-09T16:11:52.687028
