name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,timestamp,realTimeWorth,realTimeRank,realTimePosition
Joseph Grendys,Grendys,joseph-grendys,joseph-grendys,0,56,poultry processing,Food and Beverage,M,United States,1516704901086,3180.901,754,754
Bahaa Hariri,Hariri,bahaa-hariri,bahaa-hariri,0,51,"real estate, investments, logistics",Real Estate,M,Lebanon,1516704901086,2247,1123,1123
Hui Lin Chit,Hui,hui-lin-chit,hui-lin-chit,-10.841,64,hygiene products,Manufacturing,M,China,1516704901086,2638.221,946,946
Rakesh Jhunjhunwala,Jhunjhunwala,rakesh-jhunjhunwala,rakesh-jhunjhunwala,52.397,57,investments,Finance and Investments,M,India,1516704901086,3379.077,707,707
Brad Kelley,Kelley,brad-kelley,brad-kelley,0,61,tobacco,Real Estate,M,United States,1516704901086,2296.43,1099,1099
Mustafa Rahmi Koc,Koc,mustafa-rahmi-koc,mustafa-rahmi-koc,26.034,87,diversified,Diversified,M,Turkey,1516704901086,2614.533,955,955
Karel Komarek,Komarek,karel-komarek,karel-komarek,3.398,48,oil & gas,Energy,M,Czech Republic,1516704901086,2816.335,873,873
Thomas Lee,Lee,thomas-lee,thomas-lee,0,73,private equity,Finance and Investments,M,United States,1516704901086,2196,1153,1153
Jeffrey Lorberbaum,Lorberbaum,jeffrey-lorberbaum,jeffrey-lorberbaum,3.869,63,flooring,Manufacturing,M,United States,1516704901086,2736.847,906,906
Joe Mansueto,Mansueto,joe-mansueto,joe-mansueto,-43.769,61,investment research,Finance and Investments,M,United States,1516704901086,2626.942,950,950
Marius Nacht,Nacht,marius-nacht,marius-nacht,11.031,52,software,Technology,M,Israel,1516704901086,2285.091,1106,1106
Hans Georg Naeder,Naeder,hans-georg-naeder,hans-georg-naeder,0,56,prosthetics,Manufacturing,M,Germany,1516704901086,2530.562,989,989
Daniel Pritzker,Pritzker,daniel-pritzker,daniel-pritzker,1.016,58,"hotels, investments",Service,M,United States,1516704901086,2378.769,1062,1062
Stewart Rahr,Rahr,stewart-rahr,stewart-rahr,0,71,drug distribution,Healthcare,M,United States,1516704901086,2200.875,1148,1148
Ren Zhengfei,Ren,ren-zhengfei,ren-zhengfei,0,74,telecom equipment,Telecom,M,China,1516704901086,1995.306,1270,1270
Helena Revoredo,Revoredo,helena-revoredo,helena-revoredo,24.573,70,private security,Service,F,Spain,1516704901086,2933.714,824,824
Seo Jung-Jin,Seo,seo-jung-jin,seo-jung-jin,256.935,60,biotech,Healthcare,M,South Korea,1516704901086,6859.26,273,273
Dan Snyder,Snyder,dan-snyder,dan-snyder,0,53,Washington Redskins,Sports,M,United States,1516704901086,2264.05,1116,1116
Charlotte Soderstrom,Soderstrom,charlotte-soderstrom,no-pic-female,3.035,41,H&M,Fashion & Retail,F,Sweden,1516704901086,1753.655,1398,1398
Ralph Sonnenberg,Sonnenberg,ralph-sonnenberg,no-pic,42.197,83,blinds,Manufacturing,M,Netherlands,1516704901086,2902.734,833,833
Sun Xishuang,Sun,sun-xishuang,sun-xishuang,,64,real estate,Real Estate,M,China,1506115745986,,,
Sze Man Bok,Sze,sze-man-bok,sze-man-bok,-10.482,68,hygiene products,Manufacturing,M,China,1516704901086,2643.2,941,941
Wu Jianshu,Wu,wu-jianshu,no-pic,-76.235,54,auto parts,Automotive,M,Hong Kong,1516704901086,1770.831,1387,1387
Xue Xiangdong,Xue,xue-xiangdong,xue-xiangdong,-28.342,58,software,Technology,M,China,1516704901086,2191.1,1154,1154
S. Daniel Abraham,Abraham,s-daniel-abraham,s-daniel-abraham,0,93,Slim-Fast,Food and Beverage,M,United States,1516704901086,2034,1250,1250
Saif Al Ghurair,Al Ghurair,saif-al-ghurair,saif-al-ghurair,0,94,diversified,Diversified,M,United Arab Emirates,1516704901086,2062.247,1229,1229
Emilio Azcarraga Jean,Azcarraga Jean,emilio-azcarraga-jean,emilio-azcarraga-jean,36.154,49,TV broadcasting,Media & Entertainment,M,Mexico,1516704901086,1880.603,1334,1334
Miriam Baumann-Blocher,Baumann-Blocher,miriam-baumann-blocher,miriam-baumann-blocher,-3.136,43,chemicals,Manufacturing,F,Switzerland,1516704901086,2444.633,1029,1029
Koos Bekker,Bekker,koos-bekker,koos-bekker,16.171,65,"media, investments",Media & Entertainment,M,South Africa,1516704901086,2894.493,837,837
Mike Cannon-Brookes,Cannon-Brookes,mike-cannon-brookes,mike-cannon-brookes,-54.182,38,software,Technology,M,Australia,1516704901086,3581.309,656,656
Demetrio Carceller Coll,Carceller Coll,demetrio-carceller-coll,no-pic,0,,"gas, beer",Energy,M,Portugal,1516704901086,2214.67,1140,1140
Chen Bang,Chen,chen-bang,chen-bang,52.54,52,hospitals,Healthcare,M,China,1516704901086,3868.503,602,602
Chen Dongsheng,Chen,chen-dongsheng,no-pic,0,60,insurance,Finance and Investments,M,China,1516704901086,3755.405,621,621
Tony Chen,Chen,tony-chen,tony-chen,-16.002,49,eletronics,Technology,M,Taiwan,1516704901086,1891.402,1326,1326
Todd Christopher,Christopher,todd-christopher,no-pic,0,55,hair care products,Fashion & Retail,M,United States,1516704901086,2090.4,1207,1207
James Coulter,Coulter,james-coulter,james-coulter,0,58,private equity,Finance and Investments,M,United States,1516704901086,2184.5,1160,1160
Ding Shijia,Ding,ding-shijia,no-pic,75.37,54,sportswear,Fashion & Retail,M,China,1516704901086,3128.067,767,767
Ding Shizhong,Ding,ding-shizhong,ding-shizhong,77.815,47,sports apparel,Fashion & Retail,M,China,1516704901086,3230.715,743,743
Hedda im Brahm Droege,Droege,hedda-im-brahm-droege,no-pic-female,0,63,consulting,Service,F,Germany,1516704901086,2865.526,852,852
Scott Farquhar,Farquhar,scott-farquhar,scott-farquhar,-54.182,38,software,Technology,M,Australia,1516704901086,3581.309,656,657
Rakesh Gangwal,Gangwal,rakesh-gangwal,rakesh-gangwal,-32.776,64,airline,Service,M,United States,1516704901086,3182.678,751,751
Gordon Getty,Getty,gordon-getty,gordon-getty,0,84,Getty Oil,Energy,M,United States,1516704901086,2120.22,1188,1188
Sam Goi,Goi,sam-goi,sam-goi,2.185,69,frozen foods,Food and Beverage,M,Singapore,1516704901086,2089.649,1208,1208
Alec Gores,Gores,alec-gores,alec-gores,1.587,64,private equity,Finance and Investments,M,United States,1516704901086,2164.844,1171,1171
Gudrun Heine,Heine,gudrun-heine,no-pic-female,0,63,medical devices,Healthcare,F,Germany,1516704901086,2389.976,1058,1058
Michael Hintze,Hintze,michael-hintze,michael-hintze,0,64,investment,Finance and Investments,M,Australia,1516704901086,2374.826,1065,1065
Christopher Hohn,Hohn,christopher-hohn,christopher-hohn,0,51,Hedge fund,Finance and Investments,M,United Kingdom,1516704901086,2070,1224,1224
Jiang Weiping,Jiang,jiang-weiping,jiang-weiping,54.163,62,chemicals,Manufacturing,M,China,1516704901086,3698.514,634,634
Vladimir Kim,Kim,vladimir-kim,vladimir-kim,-96.444,57,mining,Metals & Mining,M,Kazakhstan,1516704901086,3552.76,665,665
Timur Kulibaev,Kulibaev,timur-kulibaev,timur-kulibaev,20.293,51,banking,Finance and Investments,M,Kazakhstan,1516704901086,2731.597,908,909
Dinara Kulibaeva,Kulibaeva,dinara-kulibaeva,dinara-kulibaeva,20.293,50,banking,Finance and Investments,F,Kazakhstan,1516704901086,2731.597,908,908
Heikki Kyostila,Kyostila,heikki-kyostila,no-pic,0,72,dental products,Healthcare,M,Finland,1516704901086,2466.993,1020,1020
Edward Lampert,Lampert,edward-lampert,edward-lampert,10.107,55,Sears,Finance and Investments,M,United States,1516704901086,1804.196,1373,1373
Lau Cho Kun,Lau,lau-cho-kun,lau-cho-kun,0.812,82,"palm oil,property",Diversified,M,Malaysia,1516704901086,2532.261,988,988
Lee Jay-Hyun,Lee,lee-jay-hyun,lee-jay-hyun,29.567,57,"food products, entertainment",Diversified,M,South Korea,1516704901086,2438.15,1033,1033
Peter Lim,Lim,peter-lim,peter-lim,11.554,64,investments,Finance and Investments,M,Singapore,1516704901086,2271.983,1110,1110
Igor Makarov,Makarov,igor-makarov,igor-makarov,0,55,gas,Energy,M,Russia,1516704901086,2091,1205,1205
Daniel Mate,Mate,daniel-mate,no-pic,-89.895,54,"mining, commodities",Metals & Mining,M,Spain,1516704901086,2824.906,868,868
Kiran Mazumdar-Shaw,Mazumdar-Shaw,kiran-mazumdar-shaw,kiran-mazumdar-shaw,406.884,64,biotech,Healthcare,F,India,1516704901086,3820.628,606,606
Aristotelis Mistakidis,Mistakidis,aristotelis-mistakidis,no-pic,-89.34,56,"mining, commodities",Metals & Mining,M,Greece,1516704901086,2806.752,877,877
Arturo Moreno,Moreno,arturo-moreno,arturo-moreno,2.092,71,"billboards, Anaheim Angels",Sports,M,United States,1516704901086,2478.16,1014,1014
Ni Zugen,Ni,ni-zugen,no-pic,52.131,61,appliances,Manufacturing,M,China,1516704901086,1941.484,1298,1298
Maja Oeri,Oeri,maja-oeri,maja-oeri,26.925,63,Roche Holding,Healthcare,F,Switzerland,1516704901086,2259.251,1118,1118
Ong Beng Seng and Christina Ong,Ong Beng Seng,ong-beng-seng-and-christina-ong,ong-beng-seng-and-christina-ong,10.602,73,diversified,Diversified,M,Singapore,1516704901086,2142.8,1179,1179
Karl-Johan Persson,Persson,karl-johan-persson,karl-johan-persson,3.035,42,H&M,Fashion & Retail,M,Sweden,1516704901086,1753.743,1396,1396
Tom Persson,Persson,tom-persson,tom-persson,3.035,33,H&M,Fashion & Retail,M,Sweden,1516704901086,1753.662,1397,1397
Peter Peterson,Peterson,peter-peterson,peter-peterson,3.095,91,investments,Finance and Investments,M,United States,1516704901086,2016.095,1256,1256
Murdaya Poo,Poo,murdaya-poo,murdaya-poo,-4.223,77,diversified,Diversified,M,Indonesia,1516704901086,2196.843,1151,1151
Ferit Faik Sahenk,Sahenk,ferit-faik-sahenk,ferit-faik-sahenk,1.199,53,"banking, media",Finance and Investments,M,Turkey,1516704901086,2446.877,1028,1028
Erik Selin,Selin,erik-selin,no-pic,3.26,50,real estate,Real Estate,M,Sweden,1516704901086,2319.295,1092,1092
Mark Stevens,Stevens,mark-stevens,mark-stevens,26.423,57,venture capital,Finance and Investments,M,United States,1516704901086,2643.126,942,942
Sybill Storz,Storz,sybill-storz,no-pic-female,0,80,medical devices,Healthcare,F,Germany,1516704901086,2389.976,1058,1059
Torbjorn Tornqvist,Tornqvist,torbjorn-tornqvist,torbjorn-tornqvist,0,64,oil trading,Energy,M,Sweden,1516704901086,2084.38,1210,1210
T.Y. Tsai,Tsai,ty-tsai,ty-tsai,0,,finance,Finance and Investments,M,Taiwan,1516704901086,2217.658,1136,1136
Wu Zhigang,Wu,wu-zhigang,no-pic,36.693,83,bakery chain,Food and Beverage,M,China,1516704901086,2343.887,1081,1081
Xie Zhikun,Xie,xie-zhikun,no-pic,0,57,investments,Finance and Investments,M,China,1516704901086,1898.813,1321,1321
Yeoh Tiong Lay,Yeoh,yeoh-tiong-lay,yeoh-tiong-lay,13.669,88,"construction, property, power",Diversified,M,Malaysia,1516704901086,2443.965,1031,1031
William Young,Young,william-young,no-pic,0,77,plastics,Manufacturing,M,United States,1516704901086,2200,1149,1149
Zhang Li,Zhang,zhang-li,zhang-li,246.091,65,real estate,Real Estate,M,China,1516704901086,4262.791,535,535
Zhao Yan,Zhao,zhao-yan,no-pic-female,8.438,51,"real estate, finance",Diversified,F,China,1516704901086,1254.17,1812,1812
Zhou Chengjian,Zhou,zhou-chengjian,zhou-chengjian,1.504,52,fashion retail,Fashion & Retail,M,China,1516704901086,1614.599,1494,1494
Juan Abello,Abello,juan-abello,juan-abello,0.832,76,investments,Finance and Investments,M,Spain,1516704901086,2310.994,1094,1094
Igor Altushkin,Altushkin,igor-altushkin,igor-altushkin,0,47,metals,Metals & Mining,M,Russia,1516704901086,2149.714,1176,1176
Hubertus Benteler,Benteler,hubertus-benteler,hubertus-benteler,0,71,auto parts,Automotive,M,Germany,1516704901086,1830.411,1361,1361
Pierre Chen,Chen,pierre-chen,pierre-chen,22.819,60,"art, electronics",Diversified,M,Taiwan,1516704901086,3122.229,771,771
James Clark,Clark,james-clark,james-clark,-2.149,73,"Netscape, investments",Technology,M,United States,1516704901086,2095.458,1202,1202
Dermot Desmond,Desmond,dermot-desmond,dermot-desmond,-8.221,67,finance,Finance and Investments,M,Ireland,1516704901086,2248.252,1122,1122
Bergit Douglas,Douglas,bergit-douglas,bergit-douglas,0,71,consumer goods,Food and Beverage,F,Germany,1516704901086,2406.021,1045,1047
Glenn Dubin,Dubin,glenn-dubin,glenn-dubin,0,60,hedge funds,Finance and Investments,M,United States,1516704901086,2017,1255,1255
"Frank Fertitta, III.",Fertitta,frank-fertitta-iii,frank-fertitta-iii,4.997,55,"casinos, mixed martial arts",Sports,M,United States,1516704901086,2207.847,1142,1142
Lorenzo Fertitta,Fertitta,lorenzo-fertitta,lorenzo-fertitta,4.997,49,"casinos, mixed martial arts",Sports,M,United States,1516704901086,2214.647,1141,1141
Carlo Fidani,Fidani,carlo-fidani,carlo-fidani,0,63,real estate,Real Estate,M,Canada,1516704901086,2146.643,1178,1178
James France,France,james-france,james-france,-0.311,73,"Nascar, racing",Sports,M,United States,1516704901086,1780.639,1381,1381
Peter Gilgan,Gilgan,peter-gilgan,peter-gilgan,0,67,homebuilding,Construction & Engineering,M,Canada,1516704901086,3459.622,695,695
Alexandre Grendene Bartelle,Grendene Bartelle,alexandre-grendene-bartelle,alexandre-grendene-bartelle,8.658,68,shoes,Fashion & Retail,M,Brazil,1516704901086,2357.686,1072,1072
David Hains,Hains,david-hains,david-hains,0,87,Investment,Finance and Investments,M,Australia,1516704901086,2120.339,1187,1187
W. Herbert Hunt,Hunt,w-herbert-hunt,w-herbert-hunt,0.309,88,oil,Energy,M,United States,1516704901086,2498.877,1001,1001
Bruce Karsh,Karsh,bruce-karsh,bruce-karsh,-3.716,62,private equity,Finance and Investments,M,United States,1516704901086,2054.204,1237,1237
Kei Hoi Pang,Kei,kei-hoi-pang,kei-hoi-pang,173.953,52,real estate,Real Estate,M,China,1516704901086,6294.927,302,302
Danil Khachaturov,Khachaturov,danil-khachaturov,danil-khachaturov,0,46,"insurance, banking, real estate",Finance and Investments,M,Russia,1516704901086,1980.553,1279,1279
Osman Kibar,Kibar,osman-kibar,osman-kibar,0,46,biotech,Healthcare,M,United States,1516704901086,2756.2,897,897
Suna Kirac,Kirac,suna-kirac,suna-kirac,23.48,76,diversified,Diversified,F,Turkey,1516704901086,2351.401,1075,1075
Daniel Kretinsky,Kretinsky,daniel-kretinsky,no-pic,0,42,energy generation,Energy,M,Czech Republic,1516704901086,2052.186,1238,1238
Lam Kong,Lam,lam-kong,lam-kong,-70.072,53,pharmaceuticals,Healthcare,M,China,1516704901086,2921.588,827,827
Herman Langness,Langness,herman-langness,no-pic,0,,food wholesale and retail,Food and Beverage,M,Germany,1516704901086,2558.191,976,976
Maritsa Lazari,Lazari,maritsa-lazari,no-pic-female,0,73,real estate,Real Estate,F,United Kingdom,1516704901086,2430.933,1034,1034
Li Sze Lim,Li,li-sze-lim,li-sze-lim,291.581,60,real estate,Real Estate,M,Hong Kong,1516704901086,3948.701,587,587
Li Zhongchu,Li,li-zhongchu,no-pic,72.072,54,software,Technology,M,China,1516704901086,2299.036,1098,1098
Liao Long-shing,Liao,liao-long-shing,liao-long-shing,0,65,petrochemicals,Manufacturing,M,Taiwan,1516704901086,2055.679,1234,1234
Lin Su-hon,Lin,lin-su-hon,no-pic,0,89,petrochemicals,Manufacturing,M,Taiwan,1516704901086,2055.679,1234,1235
Vincent Lo,Lo,vincent-lo,vincent-lo,42.962,68,real estate,Real Estate,M,Hong Kong,1516704901086,2373.301,1066,1066
Mangal Prabhat Lodha,Lodha,mangal-prabhat-lodha,mangal-prabhat-lodha,0,62,real estate,Real Estate,M,India,1516704901086,4379.068,513,513
Howard Marks,Marks,howard-marks,howard-marks,-4.29,71,private equity,Finance and Investments,M,United States,1516704901086,1993.654,1272,1272
Willy Michel,Michel,willy-michel,willy-michel,11.813,71,medical devices,Healthcare,M,Switzerland,1516704901086,2011.074,1258,1258
Tom Morris,Morris,tom-morris,no-pic,0,63,retail,Fashion & Retail,M,United Kingdom,1516704901086,2267.571,1114,1114
Jonathan Nelson,Nelson,jonathan-nelson,jonathan-nelson,0,61,private equity,Finance and Investments,M,United States,1516704901086,1965,1284,1284
Alfred Oetker,Oetker,alfred-oetker,alfred-oetker,0,51,consumer goods,Fashion & Retail,M,Germany,1516704901086,2406.021,1045,1045
August Oetker,Oetker,august-oetker,august-oetker,0,73,consumer goods,Fashion & Retail,M,Germany,1516704901086,2406.021,1045,1046
Carl Ferdinand Oetker,Oetker,carl-ferdinand-oetker,no-pic,0,45,consumer goods,Fashion & Retail,M,Germany,1516704901086,2406.021,1045,1048
Christian Oetker,Oetker,christian-oetker,no-pic,0,69,consumer goods,Fashion & Retail,M,Germany,1516704901086,2406.021,1045,1049
Julia Oetker,Oetker,julia-oetker,julia-oetker,0,38,consumer goods,Fashion & Retail,F,Germany,1516704901086,2406.021,1045,1050
Richard Oetker,Oetker,richard-oetker,richard-oetker,0,67,consumer goods,Fashion & Retail,M,Germany,1516704901086,2406.021,1045,1051
Kevin Plank,Plank,kevin-plank,kevin-plank,26.304,45,Under Armour,Fashion & Retail,M,United States,1516704901086,1526.459,1575,1575
Qin Yinglin,Qin,qin-yinglin,qin-yinglin,176.192,52,pig breeding,Food and Beverage,M,China,1516704901086,4581.188,479,479
Phillip T. (Terry) Ragon,Ragon,phillip-t-terry-ragon,no-pic,0,68,health IT,Technology,M,United States,1516704901086,2287.669,1103,1103
Larry Robbins,Robbins,larry-robbins,larry-robbins,0,48,hedge funds,Finance and Investments,M,United States,1516704901086,2300,1097,1097
Alberto Roemmers,Roemmers,alberto-roemmers,no-pic,0,91,pharmaceuticals,Healthcare,M,Argentina,1516704901086,1832.494,1360,1360
Luigi Rovati,Rovati,luigi-rovati,no-pic,2.321,89,pharmaceuticals,Healthcare,M,Italy,1516704901086,2365.791,1068,1068
"Karl Scheufele, III.",Scheufele,karl-scheufele-iii,karl-scheufele-iii,0,79,jewelry,Fashion & Retail,M,Switzerland,1516704901086,2377.621,1064,1064
Rosely Schweizer,Schweizer,rosely-schweizer,rosely-schweizer,0,77,consumer goods,Fashion & Retail,F,Germany,1516704901086,2406.021,1045,1052
Kavitark Ram Shriram,Shriram,kavitark-ram-shriram,kavitark-ram-shriram,5.628,61,"venture capital, Google",Technology,M,United States,1516704901086,2139.231,1181,1181
Charles Simonyi,Simonyi,charles-simonyi,charles-simonyi,34.615,69,Microsoft,Technology,M,United States,1516704901086,2603.855,957,957
Eric Smidt,Smidt,eric-smidt,no-pic,0,58,hardware stores,Fashion & Retail,M,United States,1516704901086,2558.455,975,975
Peter Spuhler,Spuhler,peter-spuhler,peter-spuhler,5.483,58,train cars,Manufacturing,M,Switzerland,1516704901086,3042.162,790,790
Sun Hongbin,Sun,sun-hongbin,sun-hongbin,295.793,55,real estate,Real Estate,M,United States,1516704901086,9642.191,180,180
Leena Tewari,Tewari,leena-tewari,leena-tewari,0,60,pharmaceuticals,Healthcare,F,India,1516704901086,2647.535,939,939
Tiong Hiew King,Tiong,tiong-hiew-king,tiong-hiew-king,3.068,82,"timber, media",Diversified,M,Malaysia,1516704901086,2009.234,1262,1262
Robert Toennies,Toennies,robert-toennies,robert-toennies,0,39,meat processing,Food and Beverage,M,Germany,1516704901086,2642.144,945,945
Tseng Shin-yi,Tseng,tseng-shin-yi,tseng-shin-yi,0,90,petrochemicals,Manufacturing,M,Taiwan,1516704901086,2055.679,1234,1236
John Tyson,Tyson,john-tyson,no-pic,20.899,64,food processing,Food and Beverage,M,United States,1516704901086,2478.686,1012,1012
Peter Unger,Unger,peter-unger,no-pic,0,73,auto repair,Automotive,M,Germany,1516704901086,2383.863,1060,1060
Rufino Vigil Gonzalez,Vigil Gonzalez,rufino-vigil-gonzalez,rufino-vigil-gonzalez,-19.218,69,steel,Metals & Mining,M,Mexico,1516704901086,1517.839,1584,1584
Vincent Viola,Viola,vincent-viola,vincent-viola,-0.001,61,electronic trading,Finance and Investments,M,United States,1516704901086,2185.883,1158,1158
Georg von Opel,von Opel,georg-von-opel,georg-von-opel,0,51,"real estate, investments",Finance and Investments,M,Germany,1516704901086,2000,1267,1267
David Walentas,Walentas,david-walentas,david-walentas,0,79,real estate,Real Estate,M,United States,1516704901086,2102,1200,1200
Ronald Wanek,Wanek,ronald-wanek,ronald-wanek,0,76,furniture,Manufacturing,M,United States,1516704901086,2268.989,1112,1112
Horst Wortmann,Wortmann,horst-wortmann,horst-wortmann,0,76,footwear,Fashion & Retail,M,Germany,1516704901086,2136.435,1183,1183
Wu Lanlan,Wu,wu-lanlan,no-pic-female,-8.525,44,packaging,Manufacturing,F,China,1516704901086,1470.901,1619,1619
Zheng Yuewen,Zheng,zheng-yuewen,zheng-yuewen,-4.536,56,investments,Diversified,M,China,1516704901086,1924.55,1307,1307
Antti Aarnio-Wihuri,Aarnio-Wihuri,antti-aarnio-wihuri,no-pic,-9.881,77,diversified,Diversified,M,Finland,1516704901086,2007.994,1263,1263
Abdullah Al Rajhi,Al Rajhi,abdullah-al-rajhi,no-pic,-5.203,,banking,Finance and Investments,M,Saudi Arabia,1516704901086,1718.257,1420,1420
Leslie Alexander,Alexander,leslie-alexander,leslie-alexander,0,74,Houston Rockets,Sports,M,United States,1516704901086,2062,1230,1230
Anne Beaufour,Beaufour,anne-beaufour,no-pic-female,47.141,54,pharmaceuticals,Healthcare,F,France,1516704901086,3236.847,737,737
Henri Beaufour,Beaufour,henri-beaufour,no-pic,47.141,52,pharmaceuticals,Healthcare,M,France,1516704901086,3236.847,737,738
Othman Benjelloun,Benjelloun,othman-benjelloun,othman-benjelloun,-7.905,85,"banking, insurance",Finance and Investments,M,Morocco,1516704901086,1697.906,1439,1439
Vladimir Bogdanov,Bogdanov,vladimir-bogdanov,vladimir-bogdanov,-5.554,66,oil,Energy,M,Russia,1516704901086,1882.837,1332,1332
Cai Dongqing,Cai,cai-dongqing-2,cai-dongqing-2,11.709,48,animation,Media & Entertainment,M,China,1516704901086,1277.431,1793,1793
Francesco Gaetano Caltagirone,Caltagirone,francesco-gaetano-caltagirone,francesco-gaetano-caltagirone,17.377,74,"cement, diversified",Construction & Engineering,M,Italy,1516704901086,2875.765,848,848
Richard Chandler,Chandler,richard-chandler,richard-chandler,0,59,investments,Finance and Investments,M,New Zealand,1516704901086,2079,1211,1211
Chen Hua,Chen,chen-hua-1,chen-hua-1,-0.528,52,real estate,Real Estate,M,China,1516704901086,2335.572,1088,1088
Chen Jianhua,Chen,chen-jianhua,chen-jianhua,71.896,47,chemicals,Manufacturing,M,China,1516704901086,2072.469,1217,1217
Choo Chong Ngen,Choo,choo-chong-ngen,choo-chong-ngen,0,64,hotels,Real Estate,M,Singapore,1516704901086,2341.339,1083,1083
Chu Lam Yiu,Chu,chu-lam-yiu,chu-lam-yiu,79.001,48,flavorings,Manufacturing,F,Hong Kong,1516704901086,2635.665,948,948
Christopher Cline,Cline,christopher-cline,christopher-cline,7.804,59,coal,Energy,M,United States,1516704901086,1995.022,1271,1271
"Chase Coleman, III.",Coleman,chase-coleman-iii,chase-coleman-iii,0,42,hedge fund,Finance and Investments,M,United States,1516704901086,2160,1173,1173
Jean Coutu,Coutu,jean-coutu,jean-coutu,5.02,90,drugstores,Fashion & Retail,M,Canada,1516704901086,2412.323,1043,1043
Alexandra Daitch,Daitch,alexandra-daitch,no-pic-female,0,55,Cargill,Food and Beverage,F,United States,1516704901086,2072.273,1218,1218
Alfredo Egydio Arruda Villela Filho,Egydio Arruda Villela Filho,alfredo-egydio-arruda-villela-filho,no-pic,58.779,48,banking,Finance and Investments,M,Brazil,1516704901086,2380.964,1061,1061
Abhay Firodia,Firodia,abhay-firodia,abhay-firodia,35.273,73,automobiles,Automotive,M,India,1516704901086,2562.643,974,974
Gu Yuhua,Gu,gu-yuhua,no-pic,51.101,68,furniture,Manufacturing,M,China,1516704901086,2725.101,913,913
Thomas Hagen,Hagen,thomas-hagen,no-pic,-25.643,82,insurance,Finance and Investments,M,United States,1516704901086,2036.155,1249,1249
Carlos Hank Rhon,Hank Rhon,carlos-hank-rhon,carlos-hank-rhon,5.082,70,banking,Diversified,M,Mexico,1516704901086,2048.345,1240,1240
Huang Zhenda,Huang,huang-zhenda,huang-zhenda,-12.317,70,construction,Construction & Engineering,M,China,1516704901086,2105.912,1198,1198
Alijan Ibragimov,Ibragimov,alijan-ibragimov,alijan-ibragimov,0,64,"mining, metals",Metals & Mining,M,Kazakhstan,1516704901086,2043.459,1241,1241
Mustafa Kucuk,Kucuk,mustafa-kucuk,no-pic,0,54,fashion retail,Fashion & Retail,M,Turkey,1516704901086,2685.657,927,927
Stephen Lansdown,Lansdown,stephen-lansdown,stephen-lansdown,-15.725,65,financial services,Finance and Investments,M,Guernsey,1516704901086,2495.204,1002,1002
Spiro Latsis,Latsis,spiro-latsis,spiro-latsis,2.477,71,"banking, shipping",Diversified,M,Greece,1516704901086,3157.943,761,761
Eric Lefkofsky,Lefkofsky,eric-lefkofsky,eric-lefkofsky,-7.34,48,Groupon,Technology,M,United States,1516704901086,2269.95,1111,1111
Li Hejun,Li,li-hejun,li-hejun,,50,renewable energy,Energy,M,China,1506115793300,,,
Lim Sung-Ki,Lim,lim-sung-ki,lim-sung-ki,31.09,77,pharmaceuticals,Healthcare,M,South Korea,1516704901086,3311.08,724,724
Lin Li,Lin,lin-li,no-pic,22.295,54,investments,Finance and Investments,M,China,1516704901086,2535.896,984,984
Brandt Louie,Louie,brandt-louie,brandt-louie,0,74,drugstores,Food and Beverage,M,Canada,1516704901086,2175.479,1165,1165
Alexander Machkevich,Machkevich,alexander-machkevich,alexander-machkevich,0,64,"mining, metals",Metals & Mining,M,Israel,1516704901086,2022.355,1253,1253
Sarah MacMillan,MacMillan,sarah-macmillan,no-pic-female,0,64,Cargill,Food and Beverage,F,United States,1516704901086,2072.273,1218,1221
Gilles Martin,Martin,gilles-martin,no-pic,49.985,54,laboratory services,Healthcare,M,France,1516704901086,2897.48,835,835
"Drayton McLane, Jr.",McLane,drayton-mclane-jr,drayton-mclane-jr,12.539,81,"Wal-Mart, logistics",Fashion & Retail,M,United States,1516704901086,2478.671,1013,1013
David Nahmad,Nahmad,david-nahmad,david-nahmad,0,70,art collection,Fashion & Retail,M,Monaco,1516704901086,1850,1352,1352
Madeleine Olsson Ericksson,Olsson Ericksson,madeleine-olsson-ericksson,madeleine-olsson-ericksson,0,73,diversified,Diversified,F,Sweden,1516704901086,1606.848,1502,1502
Or Wai Sheun,Or,or-wai-sheun,or-wai-sheun,-1.063,66,real estate,Real Estate,M,Hong Kong,1516704901086,2509.268,996,996
Stanley Perron,Perron,stanley-perron,stanley-perron,0,95,"real estate, retail",Real Estate,M,Australia,1516704901086,2400.385,1054,1054
Theodore Rachmat,Rachmat,theodore-rachmat,theodore-rachmat,85.581,74,diversified,Diversified,M,Indonesia,1516704901086,1731.768,1407,1407
Ren Jianhua,Ren,ren-jianhua,ren-jianhua,144.824,61,kitchen appliances,Manufacturing,M,China,1516704901086,3499.095,685,685
Mochtar Riady,Riady,mochtar-riady,mochtar-riady,0,88,diversified,Diversified,M,Indonesia,1516704901086,3034.448,793,793
Jacques Saade,Saade,jacques-saade,jacques-saade,0,80,shipping,Logistics,M,France,1516704901086,1863.963,1341,1341
Filiz Sahenk,Sahenk,filiz-sahenk,filiz-sahenk,1.09,50,"bank, media",Finance and Investments,F,Turkey,1516704901086,2227.238,1131,1131
Shin Chang-Jae,Shin,shin-chang-jae,shin-chang-jae,0,64,insurance,Finance and Investments,M,South Korea,1516704901086,2206.158,1144,1144
